"","NDI","mergeOn","lat","lon"
"2811","6831","344578N1170934W001",39.54,-121.69
"2812","6832","344581N1172476W001",39.54,-121.69
"2813","6833","344583N1185532W001",39.54,-121.69
"2814","6834","344589N1168482W001",39.54,-121.69
"2815","6836","344589N1186097W001",39.54,-121.69
"2816","6837","344589N1199773W001",39.54,-121.69
"2817","6838","344592N1184173W001",39.54,-121.69
"2818","6839","344594N1173681W001",39.54,-121.69
"2819","6840","344594N1186422W001",39.54,-121.69
"2820","6843","344600N1169029W001",39.54,-121.69
"2821","6847","344606N1169293W005",39.54,-121.69
"2822","6857","344606N1192312W001",39.54,-121.69
"2823","6859","344611N1172837W001",39.54,-121.69
"2824","6861","344625N1173640W001",39.54,-121.69
"2825","6865","344661N1169557W001",39.54,-121.69
"2826","6866","344661N1171967W001",39.54,-121.69
"2827","6867","344661N1184725W001",39.54,-121.69
"2828","6868","344667N1175218W001",39.54,-121.69
"2829","6869","344675N1172386W001",39.54,-121.69
"2830","6870","344681N1172809W001",39.54,-121.69
"2831","6874","344694N1191992W001",39.54,-121.69
"2832","6875","344703N1173598W001",39.54,-121.69
"2833","6876","344706N1172532W001",39.54,-121.69
"2834","6880","344708N1172593W001",39.54,-121.69
"2835","6881","344719N1169770W001",39.54,-121.69
"2836","6882","344722N1171050W001",39.54,-121.69
"2837","6883","344727N1173512W001",39.54,-121.69
"2838","6891","344739N1169281W001",39.54,-121.69
"2839","6893","344739N1171107W001",39.54,-121.69
"2840","6894","344739N1173742W001",39.54,-121.69
"2841","6895","344739N1192909W001",39.54,-121.69
"2842","6896","344741N1186114W001",39.54,-121.69
"2843","6897","344742N1172944W001",39.54,-121.69
"2844","6898","344758N1183912W001",39.54,-121.69
"2845","6900","344778N1172609W001",39.54,-121.69
"2846","6901","344778N1173698W001",39.54,-121.69
"2847","6902","344779N1192479W001",39.54,-121.69
"2848","6905","344802N1170057W001",39.54,-121.69
"2849","6906","344805N1200686W002",39.54,-121.69
"2850","6908","344806N1169415W002",39.54,-121.69
"2851","6913","344825N1184637W001",39.54,-121.69
"2852","6917","344837N1173309W001",39.54,-121.69
"2853","6918","344842N1171967W001",39.54,-121.69
"2854","6919","344850N1169103W001",39.54,-121.69
"2855","6920","344861N1168984W001",39.54,-121.69
"2856","6921","344876N1170220W001",39.54,-121.69
"2857","6923","344878N1172504W001",39.54,-121.69
"2858","6924","344883N1172598W001",39.54,-121.69
"2859","6925","344897N1176192W001",39.54,-121.69
"2860","6926","344916N1173431W001",39.54,-121.69
"2861","6927","344917N1176615W001",39.54,-121.69
"2862","6929","344928N1172343W001",39.54,-121.69
"2863","6931","344930N1186161W001",39.54,-121.69
"2864","6934","344939N1171904W002",39.54,-121.69
"2865","6937","344953N1169329W001",39.54,-121.69
"2866","6938","344954N1173430W001",39.54,-121.69
"2867","6939","344967N1169943W001",39.54,-121.69
"2868","6940","344978N1170003W001",39.54,-121.69
"2869","6941","344981N1172937W001",39.54,-121.69
"2870","6942","344983N1176581W001",39.54,-121.69
"2871","6943","344984N1173182W001",39.54,-121.69
"2872","6944","344985N1171991W001",39.54,-121.65
"2873","6945","344985N1173313W001",39.54,-121.65
"2874","6946","344992N1172439W001",39.54,-121.65
"2875","6947","344996N1172832W001",39.54,-121.65
"2876","6950","344997N1172268W003",39.54,-121.65
"2877","6952","345006N1173476W001",39.54,-121.64
"2878","6958","345012N1172607W002",39.54,-121.64
"2879","6959","345014N1168789W001",39.54,-121.64
"2880","6960","345014N1171582W001",39.54,-121.64
"2881","6961","345022N1173724W001",39.54,-121.64
"2882","6964","345059N1173305W001",39.54,-121.64
"2883","6965","345060N1173158W001",39.54,-121.64
"2884","6967","345077N1173984W001",39.54,-121.64
"2885","6970","345083N1175043W003",39.54,-121.64
"2886","6971","345105N1175723W001",39.54,-121.64
"2887","6975","345128N1172679W001",39.54,-121.64
"2888","6976","345142N1173761W001",39.54,-121.64
"2889","6977","345142N1179435W001",39.54,-121.64
"2890","6978","345144N1171624W001",39.54,-121.64
"2891","6980","345148N1172612W001",39.54,-121.64
"2892","6982","345151N1168401W001",39.54,-121.64
"2893","6983","345164N1176632W001",39.54,-121.64
"2894","6986","345180N1172519W001",39.54,-121.64
"2895","6987","345184N1173086W001",39.54,-121.64
"2896","6988","345185N1172729W001",39.54,-121.64
"2897","6990","345197N1172846W001",39.54,-121.64
"2898","6991","345216N1173470W001",39.54,-121.64
"2899","6992","345236N1172598W001",39.54,-121.64
"2900","6993","345264N1175737W001",39.54,-121.64
"2901","6994","345275N1176437W001",39.54,-121.64
"2902","6998","345292N1172782W004",39.54,-121.64
"2903","6999","345292N1172928W001",39.54,-121.64
"2904","7000","345294N1173464W001",39.54,-121.64
"2905","7001","345295N1173289W001",39.54,-121.64
"2906","7002","345300N1168703W001",39.54,-121.64
"2907","7003","345300N1179765W001",39.54,-121.64
"2908","7005","345311N1168403W001",39.54,-121.64
"2909","7007","345319N1169112W002",39.54,-121.64
"2910","7008","345320N1178360W001",39.54,-121.64
"2911","7010","345326N1172958W001",39.54,-121.64
"2912","7012","345389N1173020W001",39.54,-121.64
"2913","7013","345419N1173192W001",39.54,-121.64
"2914","7014","345436N1179757W001",39.54,-121.64
"2915","7016","345438N1172926W001",39.54,-121.64
"2916","7017","345441N1173320W001",39.54,-121.64
"2917","7020","345465N1170719W001",39.54,-121.64
"2918","7021","345475N1198748W001",39.54,-121.64
"2919","7023","345542N1171973W001",39.54,-121.64
"2920","7024","345567N1172000W001",39.54,-121.64
"2921","7025","345577N1178307W001",39.54,-121.64
"2922","7028","345588N1176719W001",39.54,-121.64
"2923","7029","345603N1173104W001",39.54,-121.64
"2924","7030","345606N1169290W001",39.54,-121.64
"2925","7031","345614N1172944W001",39.54,-121.64
"2926","7034","345631N1171718W001",39.54,-121.64
"2927","7035","345637N1172937W001",39.54,-121.64
"2928","7038","345656N1178353W001",39.54,-121.64
"2929","7040","345708N1173700W001",39.54,-121.64
"2930","7041","345714N1169643W001",39.54,-121.64
"2931","7042","345714N1173611W001",39.54,-121.64
"2932","7043","345718N1177195W001",39.54,-121.64
"2933","7047","345733N1175965W001",39.54,-121.64
"2934","7049","345739N1173323W001",39.54,-121.64
"2935","7052","345751N1173409W001",39.54,-121.64
"2936","7056","345764N1175610W001",39.54,-121.64
"2937","7059","345788N1173345W001",39.54,-121.64
"2938","7061","345789N1176021W001",39.54,-121.64
"2939","7064","345799N1170847W001",39.54,-121.64
"2940","7065","345801N1178378W001",39.54,-121.64
"2941","7066","345806N1178754W001",39.54,-121.64
"2942","7068","345833N1169723W001",39.54,-121.64
"2943","7069","345842N1177209W001",39.54,-121.64
"2944","7073","345853N1176047W004",39.54,-121.64
"2945","7075","345869N1169746W001",39.54,-121.64
"2946","7076","345872N1175885W001",39.54,-121.64
"2947","7078","345874N1178310W001",39.54,-121.64
"2948","7079","345911N1173367W001",39.54,-121.64
"2949","7080","345917N1176393W001",39.55,-122.23
"2950","7081","345922N1175182W001",39.55,-122.23
"2951","7084","345947N1176151W001",39.55,-122.23
"2952","7087","345967N1173431W002",39.55,-122.23
"2953","7095","345986N1176126W001",39.55,-122.08
"2954","7098","346006N1174212W001",39.55,-122.08
"2955","7100","346010N1175754W001",39.55,-122.08
"2956","7101","346011N1173476W001",39.55,-122.08
"2957","7102","346014N1171771W001",39.55,-122.08
"2958","7107","346017N1176496W001",39.55,-122.08
"2959","7109","346019N1174551W002",39.55,-122.08
"2960","7110","346019N1176421W001",39.55,-122.08
"2961","7115","346031N1175568W001",39.55,-122.08
"2962","7119","346053N1176000W001",39.55,-122.08
"2963","7121","346064N1176385W001",39.55,-122.08
"2964","7124","346075N1175668W001",39.55,-122.08
"2965","7125","346075N1200542W001",39.55,-122.08
"2966","7126","346086N1173546W001",39.55,-122.08
"2967","7127","346088N1176198W001",39.55,-122.08
"2968","7133","346120N1202200W001",39.55,-122.08
"2969","7136","346129N1175959W001",39.55,-122.08
"2970","7137","346130N1199750W001",39.55,-122.08
"2971","7144","346150N1201870W001",39.55,-122.08
"2972","7149","346189N1172251W001",39.55,-122.08
"2973","7150","346194N1173565W001",39.55,-122.08
"2974","7151","346200N1176065W001",39.55,-122.08
"2975","7154","346217N1175786W001",39.55,-122.08
"2976","7168","346239N1176246W001",39.55,-122.08
"2977","7173","346250N1173529W001",39.55,-122.08
"2978","7174","346250N1174296W001",39.55,-122.08
"2979","7175","346256N1173568W001",39.55,-122.08
"2980","7177","346260N1176215W001",39.55,-122.08
"2981","7179","346272N1176040W001",39.55,-122.08
"2982","7180","346280N1181860W001",39.55,-122.08
"2983","7184","346299N1173937W001",39.55,-122.08
"2984","7185","346303N1174309W001",39.55,-122.08
"2985","7189","346322N1174371W001",39.55,-122.08
"2986","7190","346330N1201250W001",39.55,-122.08
"2987","7191","346333N1201436W001",39.55,-122.08
"2988","7192","346336N1175473W001",39.55,-122.08
"2989","7193","346339N1170015W001",39.55,-122.08
"2990","7195","346344N1174062W001",39.55,-122.08
"2991","7197","346357N1174027W001",39.55,-122.08
"2992","7208","346400N1178281W001",39.55,-122.08
"2993","7214","346420N1200970W001",39.55,-122.08
"2994","7222","346443N1173518W002",39.55,-122.08
"2995","7226","346444N1173593W001",39.55,-122.08
"2996","7228","346450N1173532W001",39.55,-122.08
"2997","7230","346450N1173548W001",39.55,-122.08
"2998","7235","346494N1173429W001",39.55,-122.08
"2999","7241","346503N1204414W001",39.55,-122.08
"3000","7242","346508N1200706W001",39.55,-122.08
"3001","7243","346520N1199920W001",39.55,-122.08
"3002","7244","346525N1173912W001",39.55,-122.08
"3003","7245","346550N1173443W001",39.55,-122.08
"3004","7249","346555N1204559W001",39.55,-122.08
"3005","7250","346558N1200898W001",39.55,-122.08
"3006","7261","346589N1182463W001",39.55,-122.08
"3007","7270","346608N1180497W001",39.55,-122.08
"3008","7276","346622N1204776W001",39.55,-122.08
"3009","7277","346622N1204856W001",39.55,-122.08
"3010","7279","346625N1173512W001",39.55,-122.08
"3011","7280","346628N1200681W001",39.55,-122.08
"3012","7282","346630N1203650W001",39.55,-122.08
"3013","7290","346636N1203934W001",39.55,-122.08
"3014","7301","346672N1201186W001",39.55,-122.08
"3015","7304","346680N1180640W001",39.55,-122.08
"3016","7321","346725N1205467W001",39.55,-122.08
"3017","7326","346740N1200330W001",39.55,-122.08
"3018","7334","346744N1200736W001",39.55,-122.08
"3019","7337","346746N1173562W001",39.55,-122.08
"3020","7338","346747N1179618W001",39.55,-122.08
"3021","7341","346750N1173382W002",39.55,-122.08
"3022","7346","346758N1179751W001",39.55,-122.08
"3023","7350","346767N1173662W001",39.55,-122.08
"3024","7354","346786N1181360W001",39.55,-122.08
"3025","7360","346789N1179265W001",39.55,-122.08
"3026","7361","346790N1201240W001",39.55,-122.08
"3027","7362","346800N1205340W001",39.55,-122.08
"3028","7364","346816N1176200W001",39.55,-122.08
"3029","7369","346861N1205256W001",39.55,-122.08
"3030","7371","346872N1176242W001",39.55,-122.08
"3031","7373","346872N1205953W001",39.55,-122.08
"3032","7382","346900N1205510W001",39.55,-122.08
"3033","7383","346910N1200430W001",39.55,-122.08
"3034","7386","346936N1204685W001",39.55,-122.08
"3035","7389","346953N1193268W001",39.55,-122.08
"3036","7390","346976N1180417W001",39.55,-122.08
"3037","7391","346983N1193135W001",39.55,-122.08
"3038","7392","346997N1173510W001",39.55,-122.08
"3039","7394","346997N1193153W001",39.55,-122.08
"3040","7397","347025N1183124W001",39.55,-122.08
"3041","7398","347036N1182542W001",39.55,-122.08
"3042","7399","347041N1202853W001",39.55,-122.08
"3043","7400","347046N1182030W001",39.55,-122.08
"3044","7401","347047N1180965W001",39.55,-122.08
"3045","7402","347050N1180242W001",39.55,-122.08
"3046","7403","347050N1204180W001",39.55,-122.08
"3047","7406","347075N1182724W001",39.55,-122.08
"3048","7408","347115N1180055W001",39.55,-122.08
"3049","7409","347120N1193790W001",39.55,-122.08
"3050","7410","347172N1182940W001",39.55,-122.08
"3051","7412","347178N1221973W001",39.55,-122.08
"3052","7414","347205N1173510W001",39.55,-122.08
"3053","7415","347222N1179674W001",39.55,-122.08
"3054","7416","347230N1180713W001",39.55,-122.08
"3055","7418","347259N1173397W001",39.55,-122.08
"3056","7421","347260N1173832W003",39.55,-122.08
"3057","7426","347294N1174354W001",39.55,-122.08
"3058","7429","347333N1191040W001",39.55,-122.08
"3059","7430","347336N1173315W001",39.55,-122.08
"3060","7434","347380N1202548W001",39.55,-122.08
"3061","7436","347383N1200939W001",39.55,-122.08
"3062","7438","347392N1190567W001",39.55,-122.08
"3063","7440","347416N1200954W001",39.55,-122.08
"3064","7442","347444N1190731W001",39.55,-122.08
"3065","7443","347450N1202808W001",39.55,-122.08
"3066","7446","347454N1202796W001",39.55,-122.08
"3067","7455","347550N1203690W001",39.55,-122.08
"3068","7457","347557N1202947W002",39.55,-122.08
"3069","7466","347567N1173279W004",39.55,-122.08
"3070","7468","347580N1204140W001",39.55,-122.08
"3071","7491","347650N1203083W001",39.55,-122.08
"3072","7494","347686N1183349W001",39.55,-122.08
"3073","7496","347692N1173098W001",39.55,-122.08
"3074","7504","347697N1173373W004",39.55,-122.08
"3075","7513","347742N1179117W001",39.55,-122.08
"3076","7515","347750N1204840W001",39.55,-122.08
"3077","7529","347805N1205242W001",39.55,-122.08
"3078","7530","347810N1165989W001",39.55,-122.08
"3079","7532","347825N1182554W001",39.55,-122.08
"3080","7536","347853N1204634W001",39.55,-122.08
"3081","7537","347872N1185757W001",39.55,-122.08
"3082","7539","347897N1172996W001",39.55,-122.08
"3083","7542","347911N1172507W001",39.55,-122.08
"3084","7547","347966N1165191W001",39.55,-122.08
"3085","7548","347975N1183538W001",39.55,-122.08
"3086","7549","347980N1172276W001",39.55,-122.08
"3087","7550","347994N1182640W001",39.55,-121.83
"3088","7551","348005N1204351W001",39.55,-121.83
"3089","7552","348006N1185790W001",39.55,-121.83
"3090","7553","348019N1172759W001",39.55,-121.83
"3091","7554","348022N1190201W001",39.55,-121.83
"3092","7555","348028N1165551W001",39.55,-121.83
"3093","7557","348028N1185325W001",39.55,-121.76
"3094","7561","348047N1186606W001",39.55,-121.76
"3095","7562","348050N1172560W001",39.55,-121.76
"3096","7564","348053N1182996W001",39.55,-121.76
"3097","7579","348125N1166454W001",39.55,-121.76
"3098","7581","348161N1186966W001",39.55,-121.76
"3099","7582","348164N1171934W001",39.55,-121.76
"3100","7583","348179N1194593W001",39.56,-122.25
"3101","7584","348186N1184359W001",39.56,-122.25
"3102","7596","348200N1195530W001",39.56,-122.17
"3103","7598","348205N1182465W001",39.56,-122.17
"3104","7599","348211N1183434W001",39.56,-122.17
"3105","7606","348228N1178946W001",39.56,-122.17
"3106","7611","348230N1171896W001",39.56,-122.17
"3107","7619","348258N1186344W001",39.56,-122.17
"3108","7620","348258N1186431W001",39.56,-122.11
"3109","7622","348280N1194675W001",39.56,-122.11
"3110","7624","348294N1184546W001",39.56,-122.11
"3111","7625","348300N1178951W001",39.56,-122.11
"3112","7626","348324N1165914W001",39.56,-122.11
"3113","7631","348345N1171891W001",39.56,-122.11
"3114","7632","348348N1166615W001",39.56,-122.11
"3115","7633","348349N1203405W001",39.56,-122.03
"3116","7637","348397N1195425W001",39.56,-122.03
"3117","7642","348400N1203070W001",39.56,-122.03
"3118","7646","348432N1166625W001",39.56,-122.03
"3119","7647","348435N1167693W001",39.56,-122.03
"3120","7648","348456N1167789W001",39.56,-122.03
"3121","7649","348458N1169746W001",39.56,-122.03
"3122","7651","348470N1166098W001",39.56,-122.03
"3123","7652","348472N1168037W001",39.56,-122.03
"3124","7654","348475N1178151W001",39.56,-122.03
"3125","7655","348478N1166951W001",39.56,-122.03
"3126","7656","348478N1168129W001",39.56,-122.03
"3127","7657","348478N1179349W001",39.56,-122.03
"3128","7659","348479N1167585W001",39.56,-122.03
"3129","7661","348483N1165798W001",39.56,-122.03
"3130","7669","348510N1194850W001",39.56,-122.03
"3131","7670","348511N1166462W001",39.56,-122.03
"3132","7674","348511N1170843W001",39.56,-122.03
"3133","7675","348527N1165567W001",39.56,-122.03
"3134","7677","348543N1167307W001",39.56,-122.03
"3135","7679","348546N1171880W001",39.56,-122.03
"3136","7681","348547N1184058W001",39.56,-122.03
"3137","7683","348550N1171743W001",39.56,-122.03
"3138","7684","348553N1171951W001",39.56,-122.03
"3139","7686","348565N1166817W001",39.56,-122.03
"3140","7687","348565N1167678W001",39.56,-122.03
"3141","7688","348567N1171637W001",39.56,-122.03
"3142","7694","348572N1171548W001",39.56,-122.03
"3143","7695","348575N1168426W001",39.56,-122.03
"3144","7697","348600N1171718W001",39.56,-122.03
"3145","7699","348617N1165572W001",39.56,-122.03
"3146","7702","348622N1183095W001",39.56,-122.03
"3147","7707","348630N1169007W001",39.56,-122.03
"3148","7708","348631N1183309W001",39.56,-122.03
"3149","7710","348642N1168662W001",39.56,-122.03
"3150","7712","348658N1167388W001",39.56,-122.03
"3151","7713","348658N1171718W001",39.56,-122.03
"3152","7716","348665N1165608W001",39.56,-122.03
"3153","7720","348680N1169095W001",39.56,-122.03
"3154","7722","348683N1194983W001",39.56,-122.03
"3155","7723","348693N1171184W001",39.56,-122.03
"3156","7734","348733N1168843W002",39.56,-122.03
"3157","7737","348736N1169323W001",39.56,-122.03
"3158","7740","348736N1204763W001",39.56,-122.03
"3159","7741","348744N1169351W001",39.56,-122.03
"3160","7744","348761N1171732W001",39.56,-122.03
"3161","7746","348780N1178749W001",39.56,-122.03
"3162","7747","348781N1166539W001",39.56,-122.03
"3163","7748","348783N1169409W001",39.56,-122.03
"3164","7762","348808N1169634W003",39.56,-122.03
"3165","7766","348817N1169529W002",39.56,-122.03
"3166","7771","348830N1168634W002",39.56,-122.03
"3167","7775","348844N1169801W001",39.56,-122.03
"3168","7776","348872N1167287W001",39.56,-122.03
"3169","7777","348872N1169696W001",39.56,-122.03
"3170","7779","348897N1202949W001",39.56,-122.03
"3171","7780","348900N1204449W001",39.56,-122.03
"3172","7783","348911N1169971W001",39.56,-122.03
"3173","7787","348917N1167170W001",39.56,-122.03
"3174","7789","348925N1171673W001",39.56,-122.03
"3175","7791","348942N1169809W001",39.56,-122.03
"3176","7794","348942N1171157W001",39.56,-122.03
"3177","7796","348947N1171409W001",39.56,-122.03
"3178","7800","348950N1165917W001",39.56,-122.03
"3179","7801","348950N1178326W001",39.56,-122.03
"3180","7809","348972N1171296W002",39.56,-122.03
"3181","7813","348975N1169943W003",39.56,-122.03
"3182","7816","348989N1168768W001",39.56,-120.05
"3183","7820","348994N1170412W001",39.57,-122.06
"3184","7825","349005N1171196W001",39.58,-122.24
"3185","7826","349008N1166707W001",39.58,-122.16
"3186","7834","349017N1170796W002",39.58,-122.16
"3187","7836","349019N1170648W001",39.58,-121.91
"3188","7838","349025N1166820W001",39.58,-121.91
"3189","7839","349028N1169132W001",39.58,-121.91
"3190","7840","349031N1166956W001",39.58,-121.91
"3191","7844","349044N1167562W003",39.58,-121.91
"3192","7846","349044N1170312W001",39.58,-121.91
"3193","7847","349050N1195686W001",39.58,-121.91
"3194","7849","349052N1195607W001",39.58,-121.91
"3195","7851","349058N1170548W001",39.58,-121.91
"3196","7852","349058N1170665W001",39.58,-121.91
"3197","7856","349066N1203218W001",39.58,-121.91
"3198","7858","349075N1170037W001",39.58,-121.91
"3199","7859","349089N1167968W001",39.58,-121.91
"3200","7862","349119N1169898W001",39.58,-121.91
"3201","7863","349128N1168159W001",39.58,-121.91
"3202","7864","349128N1170239W001",39.58,-121.91
"3203","7865","349131N1195309W001",39.58,-121.91
"3204","7866","349133N1170109W001",39.58,-121.91
"3205","7867","349158N1166570W001",39.58,-121.91
"3206","7869","349163N1166415W001",39.58,-121.91
"3207","7871","349166N1195775W001",39.58,-121.91
"3208","7873","349200N1195967W001",39.58,-121.91
"3209","7874","349207N1166129W001",39.58,-121.91
"3210","7875","349211N1167368W001",39.58,-121.91
"3211","7879","349217N1171359W001",39.58,-121.91
"3212","7880","349217N1174701W001",39.58,-121.91
"3213","7883","349261N1166800W001",39.58,-121.91
"3214","7886","349267N1197282W001",39.58,-121.91
"3215","7887","349272N1195561W001",39.58,-121.91
"3216","7889","349272N1205143W001",39.58,-121.91
"3217","7891","349275N1171637W001",39.58,-121.91
"3218","7892","349275N1196631W001",39.58,-121.91
"3219","7893","349276N1196460W001",39.58,-121.91
"3220","7896","349281N1196453W001",39.58,-121.91
"3221","7897","349281N1202949W001",39.58,-121.91
"3222","7898","349283N1166459W001",39.58,-121.91
"3223","7903","349283N1168751W001",39.58,-121.91
"3224","7908","349302N1166333W001",39.58,-121.91
"3225","7913","349317N1171543W001",39.58,-121.91
"3226","7915","349334N1195860W001",39.58,-121.91
"3227","7917","349336N1165909W001",39.58,-121.91
"3228","7920","349344N1195580W001",39.58,-121.91
"3229","7922","349345N1195392W001",39.58,-121.91
"3230","7924","349347N1166201W001",39.58,-121.91
"3231","7926","349348N1195302W001",39.58,-121.91
"3232","7928","349349N1195681W001",39.58,-121.91
"3233","7934","349362N1165999W001",39.58,-121.91
"3234","7935","349362N1166229W001",39.58,-121.91
"3235","7936","349363N1195260W001",39.58,-121.91
"3236","7939","349369N1171498W001",39.58,-121.91
"3237","7942","349375N1195433W001",39.58,-121.91
"3238","7947","349383N1195814W001",39.58,-121.91
"3239","7948","349383N1196622W001",39.58,-121.91
"3240","7950","349388N1165897W001",39.58,-121.91
"3241","7952","349391N1204757W001",39.58,-121.91
"3242","7956","349405N1197640W001",39.58,-121.91
"3243","7957","349414N1166080W001",39.58,-121.91
"3244","7962","349418N1195676W001",39.58,-121.91
"3245","7963","349419N1169057W001",39.58,-121.91
"3246","7965","349420N1195866W001",39.58,-121.91
"3247","7967","349421N1198144W001",39.58,-121.91
"3248","7969","349423N1203623W001",39.58,-121.91
"3249","7971","349430N1204007W001",39.58,-121.91
"3250","7975","349452N1196048W001",39.58,-121.91
"3251","7978","349462N1195837W001",39.58,-121.91
"3252","7979","349464N1196188W001",39.58,-121.91
"3253","7980","349472N1204341W001",39.58,-121.91
"3254","7981","349475N1183107W001",39.58,-121.91
"3255","7982","349477N1196285W001",39.58,-121.91
"3256","7984","349493N1196074W001",39.58,-121.91
"3257","7985","349493N1204906W001",39.58,-121.91
"3258","7986","349494N1198124W001",39.58,-121.91
"3259","7989","349503N1181785W001",39.58,-121.91
"3260","7990","349508N1165873W001",39.58,-121.91
"3261","7991","349528N1166507W001",39.58,-121.91
"3262","7994","349529N1196401W001",39.58,-121.91
"3263","7996","349553N1197876W001",39.58,-121.91
"3264","7997","349554N1196435W001",39.58,-121.91
"3265","7999","349590N1196488W001",39.58,-121.91
"3266","8001","349594N1205268W001",39.58,-121.91
"3267","8002","349607N1196554W001",39.58,-121.91
"3268","8003","349608N1171734W001",39.58,-121.91
"3269","8005","349623N1196751W001",39.58,-121.91
"3270","8006","349628N1197612W001",39.58,-121.91
"3271","8009","349634N1198072W001",39.58,-121.91
"3272","8010","349636N1198650W001",39.58,-121.91
"3273","8012","349649N1204009W001",39.58,-121.91
"3274","8014","349650N1197050W001",39.58,-121.91
"3275","8018","349668N1196588W001",39.58,-121.91
"3276","8019","349669N1166982W001",39.58,-121.91
"3277","8020","349669N1196752W001",39.58,-121.91
"3278","8022","349688N1198596W001",39.58,-121.91
"3279","8023","349701N1188365W001",39.58,-121.91
"3280","8024","349703N1166006W001",39.58,-121.91
"3281","8025","349711N1171721W001",39.58,-121.91
"3282","8028","349730N1206452W001",39.58,-121.91
"3283","8032","349744N1165382W001",39.58,-121.91
"3284","8033","349745N1204243W001",39.58,-121.91
"3285","8035","349760N1198872W001",39.58,-121.91
"3286","8036","349763N1198565W001",39.58,-121.91
"3287","8037","349764N1188520W001",39.58,-121.91
"3288","8038","349766N1197940W001",39.58,-121.91
"3289","8039","349767N1166195W001",39.58,-121.91
"3290","8040","349780N1165290W001",39.58,-121.91
"3291","8042","349789N1205974W001",39.58,-121.91
"3292","8043","349792N1198514W001",39.58,-121.91
"3293","8044","349808N1166804W001",39.58,-121.91
"3294","8045","349808N1166987W001",39.58,-121.91
"3295","8049","349836N1188439W001",39.58,-121.91
"3296","8054","349900N1171904W001",39.58,-121.91
"3297","8055","349901N1198859W001",39.58,-121.91
"3298","8057","349910N1166777W001",39.58,-121.91
"3299","8058","349911N1205656W001",39.58,-121.91
"3300","8059","349912N1205654W001",39.58,-121.91
"3301","8060","349941N1166611W001",39.58,-121.91
"3302","8061","349965N1198535W001",39.58,-121.91
"3303","8063","349975N1178449W001",39.58,-121.91
"3304","8064","349976N1188463W001",39.58,-121.91
"3305","8066","350002N1166468W001",39.58,-121.91
"3306","8070","350032N1198318W001",39.58,-121.91
"3307","8071","350033N1205749W001",39.58,-121.91
"3308","8072","350039N1205191W001",39.58,-121.91
"3309","8074","350091N1198396W002",39.58,-121.91
"3310","8075","350093N1188787W001",39.58,-121.91
"3311","8077","350100N1167340W001",39.58,-121.91
"3312","8078","350100N1175482W001",39.58,-121.91
"3313","8081","350119N1184167W001",39.58,-121.91
"3314","8083","350128N1189084W001",39.58,-121.91
"3315","8084","350139N1173487W001",39.58,-121.91
"3316","8085","350144N1188901W001",39.58,-121.91
"3317","8086","350147N1171981W001",39.58,-121.91
"3318","8089","350161N1188543W001",39.58,-121.91
"3319","8090","350162N1189360W001",39.58,-121.91
"3320","8091","350164N1189274W001",39.58,-121.91
"3321","8092","350167N1189087W001",39.58,-121.91
"3322","8093","350175N1172310W001",39.58,-121.91
"3323","8095","350200N1205326W001",39.58,-121.91
"3324","8098","350225N1198498W001",39.58,-121.91
"3325","8100","350253N1189496W001",39.58,-121.91
"3326","8101","350269N1189398W001",39.58,-121.91
"3327","8103","350278N1198608W001",39.58,-121.91
"3328","8104","350308N1188465W001",39.58,-121.91
"3329","8105","350311N1188642W001",39.58,-121.91
"3330","8106","350314N1188806W001",39.58,-121.91
"3331","8109","350342N1188465W001",39.58,-121.91
"3332","8113","350372N1189687W001",39.58,-121.91
"3333","8114","350380N1188654W001",39.58,-121.91
"3334","8115","350382N1166610W001",39.58,-121.91
"3335","8116","350397N1189310W001",39.58,-121.91
"3336","8118","350416N1198895W001",39.58,-121.91
"3337","8119","350417N1164462W001",39.58,-121.91
"3338","8120","350418N1188425W001",39.58,-121.91
"3339","8121","350419N1190307W001",39.58,-121.91
"3340","8124","350441N1199647W001",39.58,-121.91
"3341","8125","350456N1189003W001",39.58,-121.91
"3342","8127","350456N1189184W001",39.58,-121.91
"3343","8128","350472N1175368W001",39.58,-121.91
"3344","8129","350489N1190307W001",39.58,-121.91
"3345","8130","350489N1190648W001",39.58,-121.91
"3346","8131","350489N1190912W001",39.58,-121.91
"3347","8132","350489N1199389W001",39.58,-121.91
"3348","8133","350516N1172021W001",39.58,-121.91
"3349","8134","350522N1172071W001",39.58,-121.91
"3350","8135","350522N1199665W001",39.58,-121.91
"3351","8136","350527N1188566W001",39.58,-121.91
"3352","8137","350527N1189099W001",39.58,-121.91
"3353","8138","350531N1188890W001",39.58,-121.91
"3354","8140","350553N1199646W001",39.58,-121.91
"3355","8142","350589N1191392W001",39.58,-121.91
"3356","8143","350589N1191721W001",39.58,-121.91
"3357","8144","350594N1190216W001",39.58,-121.91
"3358","8145","350600N1189259W001",39.58,-121.91
"3359","8146","350602N1189188W001",39.58,-121.91
"3360","8147","350604N1189768W001",39.58,-121.91
"3361","8148","350606N1188737W001",39.58,-121.91
"3362","8149","350611N1190924W001",39.58,-121.91
"3363","8150","350661N1172412W001",39.58,-121.91
"3364","8151","350664N1190295W001",39.58,-121.91
"3365","8152","350667N1188431W001",39.58,-121.91
"3366","8153","350667N1189848W001",39.58,-121.91
"3367","8155","350684N1199909W001",39.58,-121.91
"3368","8158","350697N1190170W001",39.58,-121.91
"3369","8159","350705N1190132W001",39.58,-121.91
